doc_num,token
0410,"['1', '104.3', '10:33:48.56', '15.7', '154.2', '1986', '21.3', '25.6', '3-mar-1987', '33.3', '5.6', '87', 'accord', 'ago', 'amount', 'amount', 'anim', 'began', 'bureau', 'census', 'compris', 'consumpt', 'decemb', 'earlier', 'edibl', 'edibl', 'factori', 'fat', 'figur', 'hydrogen', 'includ', 'ined', 'ined', 'januari', 'januari', 'januari', 'lard', 'lard', 'lard', 'lbs', 'lbs', 'lbs', 'lbs', 'lbs', 'lbs', 'lbs', 'market', 'mln', 'mln', 'mln', 'mln', 'mln', 'mln', 'mln', 'octob', 'oil', 'period', 'period', 'process', 'product', 'product', 'product', 'product', 'revis', 'season', 'total', 'total', 'u', 'u', 'usag', 'usag', 'usag', 'usag', 'veget', 'vs', 'vs', 'year', 'year']"
0411,"['17:44:04.81', '23', '26-feb-1987', '3', 'afg', 'afg', 'april', 'cts', 'cts', 'div', 'dividend', 'four', 'four', 'inc', 'industri', 'march', 'pay', 'qtli', 'quarter', 'record', 'vs']"
0412,"['1.14', '13', '133.3', '136.4', '17:44:10.05', '1986', '2.07', '2.16', '26-feb-1987', '3.50', '4.3', '7,710,000', '8,037,000', 'ago', 'camco', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'exclud', 'extraordinari', 'gain', 'gsw', 'inc', 'inc', 'loss', 'mln', 'mln', 'mln', 'mln', 'net', 'net', 'net', 'note', 'oper', 'oper', 'rev', 'sale', 'share', 'shr', 'shr', 'shr', 'vs', 'vs', 'vs', 'vs', 'year', 'yr']"
0413,"['17:44:15.81', '25', '26-feb-1987', '51', '51', '9', 'anita', 'anita', 'april', 'cts', 'cts', 'div', 'dividend', 'enterpris', 'inc', 'march', 'pay', 'qtli', 'quarter', 'realti', 'realti', 'record', 'santa', 'santa', 'sar', 'vs']"
0414,"['16', '17:44:19.38', '26-feb-1987', '31', '40', '40', 'air', 'corp', 'cts', 'cts', 'div', 'dividend', 'lana', 'liquid', 'march', 'march', 'pay', 'qtli', 'quarter', 'record', 'vs']"
0415,"['11', '17:44:33.62', '1985', '1986', '2,569,000', '26-feb-1987', '29', '296.7', '298.0', '3,450,000', '36', '508,000', '952,000', 'cts', 'cts', 'cts', 'cts', 'dlrs', 'dlrs', 'drummond', 'extraordinari', 'five', 'former', 'gain', 'inc', 'includ', 'incom', 'ltd', 'marshal', 'marshal', 'mccall', 'mln', 'mln', 'name', 'net', 'net', 'note', 'oper', 'oper', 'per', 'reduct', 'result', 'rev', 'share', 'shr', 'steel', 'tax', 'vs', 'vs', 'vs', 'year']"
0416,"['17', '17:45:00.59', '26-feb-1987', 'detail', 'divis', 'dlr', 'drummond', 'drummond', 'effect', 'former', 'gain', 'gain', 'inc', 'januari', 'ltd', 'marshal', 'marshal', 'marshal', 'mccall', 'mccall', 'mln', 'net', 'one', 'report', 'said', 'sale', 'sale', 'sold', 'steel', 'steel', 'tax', 'unit', 'year']"
0417,"['1,358,000', '12', '17:45:27.43', '18', '19.3', '2,075,000', '2,925,294', '2,925,294', '2,980,247', '21', '25.9', '26-feb-1987', '295,000', '3,141,217', '4', '46', '5,503,000', '523,000', '659,000', '7,866,000', '70', 'avg', 'avg', 'cts', 'cts', 'cts', 'cts', 'dlrs', 'exclud', 'gain', 'inc', 'industri', 'mayf', 'mayfair', 'mln', 'mln', 'mths', 'net', 'net', 'net', 'note', 'oper', 'oper', 'oper', 'oper', 'qtr', 'qtr', 'rev', 'rev', 'shr', 'shr', 'shrs', 'shrs', 'tax', 'th', 'vs', 'vs', 'vs', 'vs', 'vs', 'vs', 'vs', 'vs', 'year']"
0418,"['17:46:34.09', '1992', '25', '26', '26-feb-1987', '30', '8.25', 'acquisit', 'appear', 'banponc', 'banponc', 'bdep', 'capit', 'co', 'co', 'co', 'corp', 'corpor', 'correct', 'correct', 'datelin', 'datelin', 'dillon', 'dlrs', 'dollar', 'due', 'feb', 'feb', 'figur', 'futur', 'general', 'inc', 'increas', 'insur', 'invest', 'item', 'life', 'lincoln', 'manag', 'mln', 'nation', 'new', 'new', 'note', 'note', 'note', 'pct', 'place', 'place', 'place', 'possibl', 'privat', 'proceed', 'purpos', 'read', 'said', 'said', 'senior', 'use', 'work', 'york', 'york']"
0419,"['17:50:20.87', '26-feb-1987', '28.3', '32', '8.2', '9.6', 'ala', 'asset', 'asset', 'asset', 'assum', 'assum', 'bancshar', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'birmingham', 'central', 'central', 'central', 'central', 'close', 'close', 'close', 'co', 'co', 'corp', 'counti', 'crosbi', 'crosbi', 'danger', 'deposit', 'deposit', 'deposit', 'dlrs', 'dlrs', 'dlrs', 'fail', 'fail', 'fail', 'fail', 'far', 'farmer', 'farmer', 'fdic', 'fdic', 'fdic', 'fdic', 'fdic', 'feder', 'feder', 'feder', 'financi', 'first', 'first', 'glenmora', 'hale', 'hart', 'healthi', 'healthi', 'inc', 'institut', 'insur', 'insur', 'la', 'la', 'louisiana', 'louisiana', 'merg', 'merger', 'mln', 'mln', 'mln', 'natchitoch', 'nation', 'nation', 'notifi', 'number', 'peopl', 'plainview', 'regul', 'regul', 'regul', 'regul', 'said', 'said', 'said', 'said', 'said', 'south', 'state', 'state', 'state', 'subsid', 'tex', 'tex', 'tex', 'texa', 'texa', 'texa', 'three', 'total', 'total', 'troubl', 'trust', 'trust', 'u', 'year']"
0420,"['17:51:17.75', '1988', '26-feb-1987', '30', '54', '63', 'april', 'chairman', 'chief', 'chief', 'chief', 'continu', 'corp', 'execut', 'execut', 'hensk', 'hensk', 'john', 'john', 'johnston', 'jr', 'june', 'name', 'offic', 'offic', 'olin', 'olin', 'olin', 'oln', 'oper', 'presid', 'retir', 'said', 'said', 'succeed', 'successor', 'w']"
0421,"['10', '13-mar-1987', '16', '16:12:28.42', '1987', '1987', '1987', '20', '20', '30', '30', '309,000', '31', '34', '480', '480', '50', '50', '73,000', 'agricultur', 'also', 'april', 'august', 'author', 'author', 'author', 'better', 'better', 'commod', 'contract', 'deliveri', 'depart', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'durum', 'except', 'flour', 'flour', 'flour', 'grade', 'issu', 'law', 'march', 'march', 'mln', 'mln', 'mln', 'mln', 'number', 'number', 'period', 'period', 'pl', 'provid', 'provid', 'public', 'purchas', 'receiv', 'said', 'said', 'septemb', 'septemb', 'shall', 'sudan', 'sudan', 'three', 'today', 'tonn', 'tonn', 'two', 'u', 'u', 'usda', 'wheat', 'wheat', 'wheat', 'wheat', 'wheat', 'wheat', 'worth', 'worth', 'worth']"
0422,"['1', '1', '13-mar-1987', '16:14:48.69', '1977', '1985', '1989', '1991', '1991', '1993', '3', '31', '31', 'account', 'agreement', 'agreement', 'agreement', 'agricultur', 'agricultur', 'agricultur', 'agricultur', 'agricultur', 'agricultur', 'agricultur', 'agricultur', 'allow', 'allow', 'also', 'approv', 'associ', 'author', 'author', 'author', 'barrier', 'benefit', 'bill', 'bill', 'bill', 'bill', 'bill', 'bill', 'canada', 'chanc', 'chang', 'coffe', 'committe', 'committe', 'complaint', 'congression', 'consid', 'contain', 'decis', 'destin', 'disciplin', 'distort', 'domest', 'dump', 'duti', 'duti', 'elimin', 'expect', 'export', 'export', 'export', 'export', 'export', 'extend', 'extend', 'extend', 'fair', 'five', 'foreign', 'foreign', 'foreign', 'foreign', 'free', 'full', 'gatt', 'general', 'good', 'govern', 'harm', 'harm', 'help', 'hous', 'import', 'import', 'import', 'import', 'import', 'import', 'import', 'impos', 'industri', 'industri', 'injuri', 'intend', 'intern', 'investig', 'involv', 'januari', 'januari', 'law', 'law', 'march', 'market', 'mean', 'mean', 'might', 'modifi', 'monitor', 'move', 'must', 'must', 'negoti', 'negoti', 'negoti', 'negoti', 'new', 'next', 'non', 'novemb', 'object', 'occur', 'octob', 'octoer', 'open', 'paid', 'passag', 'petit', 'potenti', 'practic', 'practic', 'practic', 'present', 'presid', 'presid', 'process', 'process', 'processor', 'produc', 'produc', 'product', 'product', 'product', 'product', 'qualifi', 'quota', 'rapid', 'raw', 'reagan', 'reagan', 'reagan', 'reason', 'refund', 'refund', 'relief', 'requir', 'restrict', 'retali', 'round', 'said', 'said', 'seek', 'seek', 'seek', 'set', 'sourc', 'sponsor', 'subcommitte', 'subsidi', 'sugar', 'sugar', 'sugar', 'sugar', 'sugar', 'surg', 'take', 'talk', 'tariff', 'tariff', 'tariff', 'three', 'toward', 'trade', 'trade', 'trade', 'trade', 'trade', 'trade', 'trade', 'trade', 'trade', 'trade', 'trade', 'trade', 'trade', 'trade', 'u', 'u', 'u', 'u', 'u', 'unfair', 'unfair', 'unfair', 'uruguay', 'vote', 'way', 'way', 'week', 'within', 'within', 'would', 'would', 'would', 'would', 'would', 'would', 'would', 'year', 'year', 'zone']"
0423,"['1.6', '13-mar-1987', '15.4', '16:15:15.79', '20', '23', '31', 'ad', 'ambj', 'american', 'american', 'american', 'basi', 'busi', 'citi', 'citi', 'citi', 'convert', 'cts', 'declar', 'div', 'dividend', 'dividend', 'dividend', 'exchang', 'februari', 'futur', 'inc', 'initi', 'initi', 'issu', 'issu', 'journal', 'march', 'march', 'mln', 'paid', 'payabl', 'prefer', 'prefer', 'prefer', 'quarter', 'recent', 'record', 'said', 'said', 'set', 'share', 'share', 'sharehold', 'stock', 'stock']"
0424,"['13-mar-1987', '16:17:16.42', '279.085', '281.546', '377', '377', '4', '484', 'accept', 'accept', 'bank', 'billion', 'billion', 'board', 'book', 'busi', 'busi', 'busi', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'end', 'exclud', 'fed', 'feder', 'includ', 'increas', 'loan', 'loan', 'loan', 'major', 'march', 'mln', 'mln', 'mln', 'reserv', 'rise', 'rose', 'said', 'said', 'u', 'u', 'week']"
0425,"['0.3', '0.3', '0.4', '0.8', '1.3', '1.8', '1.8', '10.0', '10.1', '11.6', '12', '12', '12', '12', '13-mar-1987', '13.4', '14.8', '15.7', '16.1', '16.7', '16:22:34.56', '17.4', '18.0', '19.7', '1986', '2.6', '2.7', '20.9', '21.3', '3.0', '3.5', '3.6', '4.0', '4.2', '4.2', '4.4', '41.0', '5.0', '5.5', '9.8', 'ago', 'ago', 'ago', 'coal', 'coal', 'cost', 'crude', 'crude', 'crude', 'declin', 'depart', 'depart', 'depart', 'depart', 'depart', 'depart', 'depart', 'earlier', 'earlier', 'earlier', 'earlier', 'electr', 'energi', 'energi', 'energi', 'energi', 'energi', 'fallen', 'februari', 'februari', 'februari', 'februari', 'februari', 'februari', 'februari', 'februari', 'fell', 'finish', 'finish', 'fuel', 'gas', 'gas', 'gas', 'gas', 'gasolin', 'good', 'good', 'good', 'good', 'heat', 'index', 'intermedi', 'intermedi', 'januari', 'januari', 'januari', 'januari', 'januari', 'januari', 'januari', 'januari', 'januari', 'januari', 'labor', 'labor', 'last', 'last', 'last', 'last', 'last', 'level', 'liquefi', 'lower', 'month', 'month', 'month', 'month', 'month', 'month', 'month', 'month', 'month', 'month', 'month', 'natur', 'natur', 'oil', 'oil', 'oil', 'past', 'past', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'petroleum', 'power', 'price', 'price', 'price', 'price', 'price', 'price', 'price', 'price', 'price', 'price', 'price', 'price', 'price', 'process', 'produc', 'produc', 'residu', 'rise', 'rise', 'rise', 'rise', 'rise', 'rise', 'rise', 'rise', 'rise', 'rise', 'rise', 'rise', 'rise', 'rose', 'rose', 'rose', 'rose', 'rose', 'rose', 'rose', 'rose', 'rose', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'stage', 'stage', 'state', 'u', 'unit', 'wellhead', 'wellhead', 'wholesal', 'year', 'year', 'year', 'year']"
0426,"['13-mar-1987', '16:26:35.20', '80', 'ad', 'america', 'america', 'asuncion', 'bac', 'bank', 'bank', 'bank', 'bank', 'bank', 'bankamerica', 'branch', 'buyer', 'buyer', 'compani', 'concentr', 'consist', 'corp', 'countri', 'declin', 'effort', 'employ', 'hold', 'includ', 'intern', 'itali', 'lanka', 'miami', 'name', 'negoti', 'number', 'ongo', 'oper', 'oper', 'oper', 'paraguay', 'paraguay', 'paraguay', 'paraguayan', 'peopl', 'possibl', 'quit', 'recent', 'said', 'said', 'sale', 'sale', 'seek', 'seek', 'sold', 'spokesman', 'spokesman', 'sri', 'strategi', 'wholesal', 'would']"
0427,"['-100', '-110', '13-mar-1987', '16:27:23.99', '172', '32', '474.5', '474.5', 'air', 'co', 'contract', 'contract', 'dlr', 'dlr', 'electr', 'engin', 'engin', 'f', 'fighter', 'forc', 'ge', 'ge', 'ge', 'general', 'get', 'jet', 'jet', 'mln', 'mln', 'receiv', 'said']"
0428,"['10', '13-mar-1987', '16:28:15.51', '1977', '1984', '1984', '3.1', 'actual', 'affirm', 'affirm', 'agre', 'am', 'amerian', 'american', 'appeal', 'appeal', 'august', 'believ', 'brought', 'call', 'carri', 'cecil', 'clean', 'co', 'compani', 'compani', 'compani', 'corp', 'court', 'current', 'damag', 'damag', 'district', 'dlrs', 'dlrs', 'effect', 'feder', 'feder', 'financi', 'general', 'general', 'general', 'general', 'general', 'gh', 'ground', 'groundwat', 'group', 'host', 'host', 'host', 'host', 'host', 'inc', 'includ', 'industri', 'judg', 'judg', 'kan', 'kan', 'kansa', 'landown', 'local', 'loss', 'lyon', 'miller', 'mln', 'mln', 'near', 'part', 'plan', 'plant', 'pollut', 'preliminari', 'preliminari', 'provis', 'punit', 'reiter', 'revers', 'rule', 'rule', 'rule', 'rule', 'rule', 'rule', 'said', 'said', 'said', 'said', 'salt', 'salt', 'spokesman', 'state', 'statement', 'strong', 'suit', 'topic', 'topic', 'unit', 'unit', 'wichita', 'would']"
0429,"['107.2', '107.2', '13-mar-1987', '16:29:46.00', 'agenc', 'contract', 'contract', 'corp', 'defens', 'dlr', 'dlr', 'fuel', 'get', 'jet', 'logist', 'mln', 'mln', 'mob', 'mobil', 'mobil', 'oil', 'receiv', 'said']"
0430,"['13-mar-1987', '16:31:43.02', '1983', '1987', 'april', 'becom', 'board', 'chairman', 'chief', 'chief', 'compani', 'corp', 'director', 'execut', 'execut', 'fusco', 'fusco', 'gabriel', 'imog', 'iomega', 'iomega', 'iomega', 'januari', 'new', 'offic', 'offic', 'post', 'presid', 'presid', 'presid', 'presid', 'remain', 'resign', 'resign', 'said', 'sequoia', 'system']"
0431,"['02:20:30.27', '12-mar-1987', 'acquisit', 'ad', 'advanc', 'aircraft', 'also', 'ask', 'baldrig', 'baldrig', 'block', 'buy', 'caspar', 'come', 'commerc', 'compani', 'compani', 'comput', 'comput', 'concern', 'consid', 'consid', 'could', 'council', 'countri', 'defenc', 'depend', 'econom', 'electron', 'equip', 'fairchild', 'firm', 'foreign', 'foreign', 'fujitsu', 'gather', 'govern', 'ground', 'high', 'high', 'hous', 'hous', 'huge', 'inc', 'intellig', 'itsu', 'japanes', 'japanes', 'japanes', 'known', 'leav', 'local', 'ltd', 'ltd', 'made', 'major', 'maker', 'malcolm', 'manufactur', 'manufactur', 'missil', 'nation', 'negoti', 'offici', 'offici', 'offici', 'offici', 'oppos', 'oppos', 'over', 'past', 'plan', 'polici', 'posit', 'prefer', 'purchas', 'recent', 'relat', 'report', 'said', 'said', 'said', 'sale', 'sale', 'sale', 'sale', 'schlumberg', 'secretari', 'secretari', 'secur', 'semiconductor', 'semiconductor', 'serious', 'slb', 'state', 'stem', 'strain', 'supercomput', 'surplus', 'tech', 'technolog', 'tokyo', 'told', 'told', 'trade', 'transfer', 'two', 'u', 'u', 'u', 'u', 'u', 'u', 'u', 'unit', 'unit', 'use', 'use', 'week', 'weinberg', 'white', 'white', 'wide', 'world', 'worsen', 'would', 'would', 'would', 'yesterday']"
0432,"['02:53:25.14', '12-mar-1987', '150,000', '1986', '1986', '225,000', '290,000', '387,000', '93.7', 'american', 'buy', 'come', 'compar', 'competit', 'cotton', 'cotton', 'cotton', 'cotton', 'cotton', 'due', 'effort', 'especi', 'import', 'import', 'import', 'increas', 'increas', 'japan', 'korea', 'korea', 'korea', 'largest', 'ministri', 'offici', 'offici', 'part', 'part', 'pct', 'plan', 'quarter', 'reduc', 'said', 'said', 'said', 'second', 'seoul', 'south', 'south', 'state', 'surplus', 'three', 'tonn', 'tonn', 'tonn', 'tonn', 'total', 'total', 'trade', 'trade', 'u', 'u', 'u', 'u', 'unit', 'washington', 'year']"
0433,"['0.2', '02:55:47.22', '10', '10', '12-mar-1987', '15', '15.08', '15.14', '15.96', '16.13', '16.2', '16.7', '1984', '1985', '1985', '1986', '1986', '1986', '30', '422,000', '620,000', '85', '86', '86', '87', '87', '87', 'accord', 'advanc', 'agricultur', 'allow', 'alreadi', 'alreadi', 'also', 'announc', 'anoth', 'anoth', 'australia', 'australian', 'australian', 'australian', 'avail', 'awb', 'awb', 'awb', 'awb', 'awb', 'awb', 'awb', 'awb', 'awb', 'awb', 'base', 'board', 'bureau', 'certain', 'china', 'commit', 'cool', 'could', 'crop', 'crop', 'crop', 'crop', 'crop', 'damag', 'data', 'deliv', 'deliv', 'detail', 'downgrad', 'econom', 'egypt', 'end', 'end', 'estim', 'estim', 'estim', 'export', 'export', 'export', 'farm', 'farm', 'farmer', 'februari', 'feed', 'feed', 'feed', 'figur', 'final', 'final', 'follow', 'general', 'give', 'good', 'grain', 'grain', 'guarante', 'harvest', 'held', 'high', 'howev', 'includ', 'introduc', 'iran', 'iraq', 'level', 'like', 'like', 'long', 'made', 'manag', 'may', 'mill', 'minimum', 'mln', 'mln', 'mln', 'mln', 'mln', 'mln', 'mln', 'mln', 'mln', 'nearer', 'offici', 'outsid', 'paic', 'paic', 'paic', 'pct', 'permit', 'price', 'probabl', 'produc', 'program', 'public', 'put', 'qualiti', 'reach', 'receiv', 'receiv', 'receiv', 'receiv', 'recent', 'record', 'retain', 'ron', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'sale', 'sale', 'say', 'season', 'season', 'sell', 'septemb', 'sold', 'sold', 'soviet', 'spokesman', 'spokesman', 'statement', 'still', 'summer', 'system', 'system', 'target', 'tonn', 'tonn', 'tonn', 'tonn', 'tonn', 'tonn', 'tonn', 'tonn', 'tonn', 'tonn', 'trade', 'turn', 'union', 'weather', 'well', 'wheat', 'wheat', 'wheat', 'wheat', 'wheat', 'wheat', 'wheat', 'within', 'would', 'year', 'year', 'yet']"
0434,"['03:05:34.83', '10', '100', '12-mar-1987', '19.6', '1988', '20', '22', '240.5', '3', '35,000', '43', '63', '89', 'acquir', 'acquir', 'also', 'annual', 'april', 'australia', 'australia', 'australia', 'begin', 'bh', 'bottl', 'broken', 'capit', 'cent', 'cent', 'control', 'copper', 'coron', 'creat', 'creek', 'deposit', 'deposit', 'develop', 'dlrs', 'earli', 'everi', 'explor', 'explor', 'five', 'five', 'float', 'float', 'gold', 'gold', 'gold', 'gold', 'gold', 'gold', 'held', 'held', 'hill', 'hill', 'hold', 'interest', 'interest', 'issu', 'issu', 'leonora', 'ltd', 'ltd', 'major', 'metal', 'mln', 'mln', 'mln', 'nbh', 'nbh', 'nbh', 'nbh', 'nbh', 'nbh', 'nbh', 'nbha', 'new', 'newli', 'norgold', 'norgold', 'norgold', 'norgold', 'norgold', 'norgold', 'norgold', 'north', 'north', 'northern', 'offer', 'offer', 'offer', 'offshoot', 'one', 'one', 'ounc', 'par', 'pct', 'pct', 'pct', 'pct', 'platinum', 'poona', 'portfolio', 'pre', 'precious', 'product', 'project', 'project', 'project', 'queensland', 'rais', 'rate', 'regist', 'said', 'said', 'said', 'said', 'said', 'schedul', 'set', 'share', 'share', 'share', 'share', 'sharehold', 'sharehold', 'south', 'south', 'stake', 'statement', 'take', 'tasmania', 'territori', 'valu', 'wale', 'west', 'western', 'western']"
0435,"['0.6', '03:13:36.35', '10,000', '12-mar-1987', '26', '30', '30', '4.5', 'also', 'amount', 'approv', 'bill', 'bill', 'bond', 'bond', 'bond', 'brokerag', 'brokerag', 'brokerag', 'brokerag', 'consid', 'convert', 'convert', 'convert', 'current', 'cut', 'cut', 'dealer', 'detail', 'draft', 'due', 'exchang', 'exchang', 'exchang', 'face', 'fee', 'fee', 'fee', 'fee', 'govern', 'hous', 'hous', 'immedi', 'impact', 'increas', 'introduc', 'invers', 'investor', 'involv', 'littl', 'manag', 'market', 'market', 'may', 'mln', 'mln', 'must', 'new', 'news', 'opposit', 'parliamentari', 'part', 'particip', 'pay', 'pct', 'per', 'percentag', 'plan', 'princip', 'proport', 'propos', 'rate', 'rate', 'rate', 'reduc', 'reform', 'reform', 'respons', 'revis', 'said', 'said', 'said', 'said', 'said', 'secur', 'secur', 'secur', 'secur', 'set', 'size', 'sourc', 'spokesman', 'statement', 'stock', 'system', 'tax', 'tax', 'tax', 'time', 'tokyo', 'transact', 'transact', 'transact', 'transact', 'uncertain', 'unsur', 'valu', 'work', 'would', 'yen', 'yen', 'yen', 'yen', 'yen', 'yen', 'yet']"
0436,"['03:15:32.57', '12-mar-1987', '122', '150,000', '17', '1986', '1986', '1987', '1987', '1987', '1987', '1990', '1990', '1990', '2.5', '26', '26', '27', '3.5', '31.7', '35', '40', '617,000', '87', '88', '88', '88', '88', '91', 'achiev', 'applianc', 'attribut', 'avoid', 'big', 'bold', 'boost', 'call', 'canada', 'car', 'car', 'coal', 'compani', 'continu', 'cover', 'current', 'cut', 'cut', 'demand', 'domest', 'domest', 'due', 'econom', 'economi', 'electron', 'electron', 'end', 'end', 'expect', 'expect', 'fall', 'fall', 'ferrous', 'firm', 'firm', 'fiscal', 'fiscal', 'forecast', 'four', 'four', 'goal', 'govern', 'gross', 'growth', 'industri', 'industri', 'industri', 'industri', 'intern', 'japan', 'japanes', 'japanes', 'jobless', 'jump', 'like', 'loss', 'major', 'march', 'measur', 'metal', 'ministri', 'mln', 'mln', 'month', 'move', 'move', 'nation', 'next', 'non', 'output', 'output', 'output', 'oversea', 'oversea', 'oversea', 'packag', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'plan', 'plan', 'product', 'product', 'product', 'reach', 'recruit', 'rise', 'rise', 'rise', 'rise', 'said', 'said', 'sector', 'sector', 'shipbuild', 'state', 'steel', 'stimul', 'strong', 'survey', 'survey', 'survey', 'survey', 'term', 'three', 'trade', 'trend', 'two', 'unemploy', 'unit', 'vehicl', 'workforc', 'worldwid', 'would', 'would', 'yen', 'yen']"
0437,"['03:24:08.77', '1,100', '1,977', '12-mar-1987', '13', '15,229', '1986', '200', '4,000', '40,000', '7,993', 'accord', 'advertis', 'allow', 'allow', 'almir', 'associ', 'avail', 'balanc', 'basic', 'basic', 'brazil', 'brazil', 'brazil', 'brazil', 'brazil', 'bring', 'brought', 'brought', 'cannot', 'captain', 'collaps', 'collect', 'come', 'countri', 'countri', 'crisi', 'cruzado', 'cruzado', 'cruzado', 'cruzado', 'cruzado', 'day', 'de', 'de', 'debt', 'decis', 'defiant', 'demand', 'denounc', 'despatch', 'deterior', 'disput', 'docemart', 'dos', 'dos', 'doubl', 'duress', 'earn', 'employ', 'end', 'end', 'exchang', 'export', 'face', 'fail', 'februari', 'forc', 'foreign', 'freez', 'get', 'ghana', 'govern', 'govern', 'half', 'harbour', 'harm', 'headquart', 'illeg', 'increas', 'instal', 'involv', 'irrat', 'janeiro', 'janeiro', 'jose', 'labour', 'leader', 'less', 'list', 'live', 'main', 'main', 'manag', 'marin', 'mass', 'minist', 'month', 'month', 'month', 'mood', 'nation', 'nation', 'need', 'newspap', 'night', 'occupi', 'offer', 'offer', 'offer', 'offer', 'offic', 'offic', 'oil', 'old', 'one', 'ordinari', 'orlando', 'paid', 'pay', 'pay', 'pay', 'pay', 'pay', 'pay', 'pazzionotto', 'pct', 'place', 'plan', 'port', 'port', 'port', 'port', 'present', 'presid', 'price', 'price', 'quick', 'rais', 'rather', 'read', 'receiv', 'resign', 'resign', 'resign', 'resign', 'resolv', 'respond', 'reuter', 'rio', 'rio', 'said', 'said', 'said', 'said', 'said', 'said', 'salari', 'santo', 'santo', 'santo', 'santo', 'sarney', 'scale', 'seamen', 'seamen', 'seamen', 'seamen', 'seamen', 'seamen', 'seamen', 'seamen', 'seamen', 'seamen', 'seamen', 'seamen', 'seamen', 'seamen', 'seamen', 'seamen', 'second', 'serious', 'sharp', 'ship', 'shipown', 'shipown', 'sinc', 'sinc', 'spur', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'strike', 'talk', 'term', 'threaten', 'told', 'total', 'trade', 'troop', 'tuesday', 'tuesday', 'union', 'unpatriot', 'various', 'vessel', 'wednesday', 'wednesday', 'work', 'world', 'worst', 'would']"
0438,"['03:33:11.39', '12-mar-1987', '1985', '1985', '1986', '30', '30', '320,000', '330,000', '360,000', '420,000', '86', '86', '87', '90,000', '944', 'ad', 'affect', 'associ', 'behind', 'better', 'bit', 'boost', 'chairman', 'coffe', 'coffe', 'coffe', 'could', 'crop', 'crop', 'current', 'damag', 'dharyono', 'dharyono', 'dlrs', 'end', 'except', 'expect', 'expect', 'export', 'export', 'export', 'export', 'fall', 'fall', 'fall', 'farmer', 'fertil', 'figur', 'five', 'gave', 'harvest', 'higher', 'increas', 'indonesia', 'indonesia', 'indonesia', 'indonesian', 'indonesian', 'introduct', 'kertosastro', 'kertosastro', 'last', 'last', 'level', 'level', 'littl', 'low', 'main', 'may', 'may', 'may', 'mayb', 'mln', 'month', 'much', 'next', 'normal', 'output', 'output', 'pct', 'pest', 'plan', 'predict', 'price', 'probabl', 'product', 'product', 'product', 'remain', 'reuter', 'rise', 'said', 'said', 'said', 'said', 'say', 'seed', 'seen', 'septemb', 'serious', 'shade', 'slight', 'stock', 'target', 'though', 'told', 'tonn', 'tonn', 'tonn', 'tonn', 'tonn', 'train', 'tree', 'tri', 'u', 'unlik', 'use', 'valu', 'valu', 'would', 'year', 'year', 'year', 'year', 'year', 'year', 'yield']"
0439,"['03:35:55.06', '1,709', '10.83', '10.83', '12-mar-1987', '150', '19', '1986', '2,095', '2,486', '2.18', '2.725', '207.7', '4.08', '5,000', '6.15', '673.4', '678.8', '74.9', 'acquir', 'annual', 'attach', 'attach', 'bearer', 'becam', 'best', 'bil', 'bil', 'bil', 'bil', 'bond', 'brierley', 'brierley', 'brierley', 'build', 'built', 'capit', 'carri', 'cashin', 'cashin', 'clear', 'close', 'comment', 'compris', 'consolid', 'corp', 'corp', 'detach', 'director', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'entitl', 'execut', 'franc', 'franc', 'good', 'held', 'hold', 'hold', 'includ', 'intent', 'interest', 'invest', 'invest', 'issu', 'issu', 'long', 'ltd', 'ltd', 'ltd', 'manag', 'mike', 'mln', 'mln', 'mln', 'mln', 'mln', 'month', 'n', 'n', 'n', 'note', 'nzi', 'nzi', 'nzi', 'nzi', 'nzi', 'nzi', 'nzi', 'nzi', 'nzi', 'opportun', 'ordinari', 'past', 'pct', 'pct', 'pct', 'place', 'posit', 'posit', 'profit', 'pursu', 'recent', 'renouf', 'renouf', 'renouf', 'renouf', 'renouf', 'renouf', 'renouf', 'report', 'report', 'result', 'said', 'said', 'said', 'said', 'said', 'sale', 'sale', 'sell', 'share', 'share', 'share', 'share', 'share', 'share', 'share', 'signific', 'six', 'sold', 'stake', 'stake', 'stake', 'statement', 'strateg', 'swiss', 'term', 'total', 'trade', 'transact', 'unavail', 'us', 'warrant', 'warrant', 'warrant', 'warrant', 'z', 'z', 'z']"
